73	SELECT PetType, AVG(weight) FROM Pets GROUP BY PetType
74	SELECT PetType, AVG(weight) FROM Pets GROUP BY PetType
75	SELECT Fname, Age FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet)
76	SELECT DISTINCT T1.Fname, T1.Age FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID
77	SELECT Pets.PetID FROM Pets JOIN Has_Pet ON Pets.PetID = Has_Pet.PetID JOIN Student ON Has_Pet.StuID = Student.StuID WHERE Student.LName = 'Smith'
78	SELECT T2.PetID FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID WHERE T1.LName = 'Smith'
79	SELECT StuID, COUNT(PetID) AS NumberOfPets FROM Has_Pet GROUP BY StuID
80	SELECT T1.StuID, COUNT(T2.PetID) FROM Student AS T1 JOIN Has_Pet AS T2 ON T1.StuID = T2.StuID GROUP BY T1.StuID
81	SELECT Fname, Sex FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet GROUP BY StuID HAVING COUNT(PetID) > 1)
82	SELECT Fname, Sex FROM Student WHERE StuID IN (SELECT StuID FROM Has_Pet GROUP BY StuID HAVING COUNT(PetID) > 1)
83	SELECT Student.LName FROM Student JOIN Has_Pet ON Student.StuID = Has_Pet.StuID JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Pets.PetType = 'cat' AND Pets.pet_age = 3
84	SELECT Student.LName FROM Student JOIN Has_Pet ON Student.StuID = Has_Pet.StuID JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Pets.PetType = 'cat' AND Pets.pet_age = 3
85	SELECT AVG(Age) FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet)
86	SELECT AVG(Age) FROM Student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet)
87	SELECT COUNT(DISTINCT Continent) FROM continent
88	SELECT COUNT(DISTINCT Continent) FROM continent
89	SELECT T1.ContId, T1.Continent, COUNT(T2.CountryId) FROM continents AS T1 JOIN countries AS T2 ON T1.ContId = T2.Continent GROUP BY T1.ContId, T1.Continent
90	SELECT T1.ContId, T1.Continent, COUNT(T2.CountryId) FROM continents AS T1 LEFT JOIN countries AS T2 ON T1.ContId = T2.Continent GROUP BY T1.ContId, T1.Continent
91	SELECT COUNT(*) FROM countrie
92	SELECT COUNT(*) FROM countrie
93	SELECT T1.FullName, T1.Id, COUNT(T2.Model) FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.Maker GROUP BY T1.Id, T1.FullName
94	SELECT car_makers.Id, car_makers.FullName, COUNT(model_list.ModelId) AS NumberOfModels FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker GROUP BY car_makers.Id, car_makers.FullName
95	SELECT T1.Model FROM car_names AS T1 JOIN cars_data AS T2 ON T1.MakeId = T2.Id ORDER BY T2.Horsepower ASC LIMIT 1
96	SELECT Model FROM car_names WHERE MakeId IN (SELECT Id FROM cars_data WHERE Horsepower = (SELECT min(Horsepower) FROM cars_data))
97	SELECT Model FROM car_names WHERE MakeId IN (SELECT Id FROM cars_data WHERE Weight < (SELECT avg(Weight) FROM cars_data))
98	SELECT MakeId FROM car_names WHERE Id IN (SELECT Id FROM cars_data WHERE Weight < (SELECT avg(Weight) FROM cars_data))
99	SELECT DISTINCT T1.FullName FROM car_makers AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId JOIN cars_data AS T3 ON T2.MakeId = T3.Id WHERE T3.Year = 1970
100	SELECT DISTINCT T1.FullName FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.Maker JOIN car_names AS T3 ON T2.Model = T3.Model JOIN cars_data AS T4 ON T3.MakeId = T4.Id WHERE T4.Year = 1970
101	SELECT T1.Make, T2.Year FROM car_names AS T1 JOIN cars_data AS T2 ON T1.MakeId = T2.Id WHERE T2.Year = (SELECT min(Year) FROM cars_data)
102	SELECT T1.FullName, MIN(T3.Year) FROM car_makers AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId JOIN cars_data AS T3 ON T2.MakeId = T3.Id
103	SELECT DISTINCT T1.Model FROM car_names AS T1 JOIN cars_data AS T2 ON T1.MakeId = T2.Id WHERE T2.Year > 1980
104	SELECT DISTINCT T1.ModelId, T1.Model FROM model_list AS T1 JOIN car_names AS T2 ON T1.Model = T2.Model JOIN cars_data AS T3 ON T2.MakeId = T3.Id WHERE T3.Year > 1980
105	SELECT T1.Continent, COUNT(DISTINCT T2.Id) FROM continents AS T1 JOIN countries AS T3 ON T1.ContId = T3.Continent JOIN car_makers AS T2 ON T3.CountryId = T2.Country GROUP BY T1.Continent
106	SELECT T3.Continent, COUNT(T1.Id) FROM car_makers AS T1 JOIN countries AS T2 ON T1.Country = T2.CountryId JOIN continents AS T3 ON T2.Continent = T3.ContId GROUP BY T3.Continent
107	SELECT T2.CountryName FROM car_makers AS T1 JOIN countries AS T2 ON T1.Country = T2.CountryId GROUP BY T2.CountryName HAVING COUNT(T1.Id) = (SELECT MAX(car_count) FROM (SELECT COUNT(Id) AS car_count FROM car_makers GROUP BY Country) AS subquery)
108	SELECT T2.CountryName FROM car_makers AS T1 JOIN countries AS T2 ON T1.Country = T2.CountryId GROUP BY T1.Country HAVING COUNT(T1.Id) = (SELECT MAX(MakerCount) FROM (SELECT COUNT(Id) AS MakerCount FROM car_makers GROUP BY Country) AS SubQuery)
109	SELECT COUNT(T1.Model), T2.FullName FROM model_list AS T1 JOIN car_makers AS T2 ON T1.Maker = T2.Id GROUP BY T2.FullName
110	SELECT car_makers.Id, car_makers.FullName, COUNT(model_list.Model) FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker GROUP BY car_makers.Id, car_makers.FullName
111	SELECT T1.Accelerate FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId WHERE T2.Model = 'amc hornet sportabout (sw)'
112	SELECT Accelerate FROM cars_data JOIN car_names ON cars_data.Id = car_names.MakeId WHERE car_names.Model = 'amc hornet sportabout (sw)'
113	SELECT COUNT(*) FROM car_makers JOIN countries ON car_makers.Country = countries.CountryId WHERE countries.CountryName = 'France'
114	SELECT COUNT(DISTINCT T1.Id) FROM car_makers AS T1 JOIN countries AS T2 ON T1.Country = T2.CountryId WHERE T2.CountryName = 'France'
115	SELECT COUNT(DISTINCT T1.Model) FROM car_names AS T1 JOIN car_makers AS T2 ON T1.MakeId = T2.Id WHERE T2.Country = 'USA'
116	SELECT COUNT(DISTINCT T1.Model) FROM car_names AS T1 JOIN car_makers AS T2 ON T1.MakeId = T2.Id WHERE T2.FullName = 'usa'
117	SELECT AVG(MPG) FROM cars_data WHERE Cylinders = 4
118	SELECT AVG(MPG) FROM cars_data WHERE Cylinders = 4
119	SELECT MIN(Weight) FROM cars_data WHERE Cylinders = 8 AND Year = '1974'
120	SELECT MIN(Weight) FROM cars_data WHERE Cylinders = 8 AND Year = 1974
121	SELECT T1.FullName, T2.Model FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.Maker
122	SELECT T1.FullName, T2.Model FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.Maker
123	SELECT DISTINCT T1.CountryName, T1.CountryId FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId = T2.Country
124	SELECT DISTINCT T1.CountryId, T1.CountryName FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId = T2.Country WHERE EXISTS (SELECT 1 FROM car_makers WHERE Country = T1.CountryId)
125	SELECT COUNT(*) FROM cars_data WHERE Horsepower > 150
126	SELECT COUNT(*) FROM cars_data WHERE Horsepower > 150
127	SELECT Year, AVG(Weight) FROM cars_data GROUP BY Year
128	SELECT Year, AVG(Weight) FROM cars_data GROUP BY Year
129	SELECT T1.CountryName FROM countries AS T1 JOIN continents AS T2 ON T1.Continent = T2.ContId JOIN car_makers AS T3 ON T1.CountryId = T3.Country WHERE T2.Continent = 'Europe' GROUP BY T1.CountryName HAVING COUNT(T3.Id) >= 3
130	SELECT T1.CountryName FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId = T2.Country GROUP BY T1.CountryName HAVING COUNT(T2.Id) >= 3 AND T1.Continent = 'Europe'
131	SELECT MAX(T1.Horsepower), T2.Make FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId WHERE T1.Cylinders = 3
132	SELECT MAX(T1.Horsepower), T2.Make FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId WHERE T1.Cylinders = 3 GROUP BY T2.Make ORDER BY MAX(T1.Horsepower) DESC LIMIT 1
133	SELECT T1.Model FROM car_names AS T1 JOIN cars_data AS T2 ON T1.MakeId = T2.Id ORDER BY T2.MPG DESC LIMIT 1
134	SELECT T1.Model FROM car_names AS T1 JOIN cars_data AS T2 ON T1.MakeId = T2.Id ORDER BY T2.MPG DESC LIMIT 1
135	SELECT AVG(Horsepower) FROM cars_data WHERE Year < 1980
136	SELECT AVG(Horsepower) FROM cars_data WHERE Year < 1980
137	SELECT AVG(T1.Edispl) FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId WHERE T2.Model = 'Volvo'
138	SELECT AVG(T1.Edispl) FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId JOIN model_list AS T3 ON T2.Model = T3.Model JOIN car_makers AS T4 ON T3.Maker = T4.Id WHERE T4.FullName = 'Volvo'
139	SELECT Cylinders, MAX(Accelerate) FROM cars_data GROUP BY Cylinder
140	SELECT Cylinders, MAX(Accelerate) FROM cars_data GROUP BY Cylinder
141	SELECT T1.ModelId FROM model_list AS T1 JOIN car_names AS T2 ON T1.Model = T2.Model GROUP BY T1.ModelId ORDER BY COUNT(DISTINCT T2.MakeId) DESC LIMIT 1
142	SELECT MakeId FROM car_names GROUP BY MakeId ORDER BY COUNT(*) DESC LIMIT 1
143	SELECT COUNT(*) FROM cars_data WHERE Cylinders > 4
144	SELECT COUNT(*) FROM cars_data WHERE Cylinders > 4
145	SELECT COUNT(*) FROM cars_data WHERE Year = 1980
146	SELECT COUNT(*) FROM cars_data WHERE Year = 1980
147	SELECT COUNT(*) FROM car_names JOIN car_makers ON car_names.MakeId = car_makers.Id WHERE car_makers.FullName = 'American Motor Company'
148	SELECT COUNT(T1.Model) FROM car_names AS T1 JOIN car_makers AS T2 ON T1.MakeId = T2.Id WHERE T2.FullName = 'American Motor Company'
149	SELECT T1.FullName, T1.Id FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.Maker GROUP BY T1.Id HAVING COUNT(T2.Model) > 3
150	SELECT T1.Id, T1.Maker FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.Maker GROUP BY T1.Id, T1.Maker HAVING COUNT(T2.Model) > 3
151	SELECT DISTINCT T1.Model FROM car_names AS T1 JOIN model_list AS T2 ON T1.MakeId = T2.ModelId JOIN car_makers AS T3 ON T2.Maker = T3.Id JOIN cars_data AS T4 ON T1.MakeId = T4.Id WHERE T3.FullName = 'General Motors' OR T4.Weight > 3500
152	SELECT DISTINCT T1.Model FROM car_names AS T1 JOIN cars_data AS T2 ON T1.MakeId = T2.Id JOIN model_list AS T3 ON T1.MakeId = T3.ModelId JOIN car_makers AS T4 ON T3.Maker = T4.Id WHERE T4.Maker = 'General Motors' OR T2.Weight > 3500
153	SELECT DISTINCT Year FROM cars_data WHERE Weight BETWEEN 3000 AND 4000
154	SELECT DISTINCT Year FROM cars_data WHERE Weight < 4000 INTERSECT SELECT DISTINCT Year FROM cars_data WHERE Weight > 3000
155	SELECT Horsepower FROM cars_data ORDER BY Accelerate DESC LIMIT 1
156	SELECT Horsepower FROM cars_data WHERE Accelerate = (SELECT MAX(Accelerate) FROM cars_data)
157	SELECT Cylinders FROM cars_data WHERE Accelerate = (SELECT min(Accelerate) FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId WHERE T2.Model = 'Volvo') AND Id IN (SELECT MakeId FROM car_names WHERE Model = 'Volvo')
158	SELECT Cylinders FROM cars_data WHERE Id IN (SELECT Id FROM cars_data WHERE Accelerate = (SELECT min(Accelerate) FROM cars_data JOIN car_names ON cars_data.Id = car_names.MakeId JOIN model_list ON car_names.Model = model_list.Model JOIN car_makers ON model_list.Maker = car_makers.Id WHERE car_makers.Maker = 'Volvo'))
159	SELECT COUNT(*) FROM cars_data WHERE Accelerate > (SELECT max(Horsepower) FROM cars_data)
160	SELECT COUNT(*) FROM cars_data WHERE Accelerate > (SELECT max(Horsepower) FROM cars_data)
161	SELECT COUNT(*) FROM (SELECT Country FROM car_makers GROUP BY Country HAVING COUNT(Id) > 2) AS subquery
162	SELECT COUNT(DISTINCT CountryId) FROM car_makers GROUP BY CountryId HAVING COUNT(*) > 2
163	SELECT COUNT(*) FROM cars_data WHERE Cylinders > 6
164	SELECT COUNT(*) FROM cars_data WHERE Cylinders > 6
165	SELECT T2.Model FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId WHERE T1.Cylinders = 4 ORDER BY T1.Horsepower DESC LIMIT 1
166	SELECT T2.Model FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId WHERE T1.Cylinders = 4 ORDER BY T1.Horsepower DESC LIMIT 1
167	SELECT T2.MakeId, T3.Maker FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id = T2.MakeId JOIN car_makers AS T3 ON T2.MakeId = T3.Id WHERE T1.Horsepower > (SELECT min(Horsepower) FROM cars_data) AND T1.Cylinders <= 3
168	SELECT T1.MakeId, T1.Model FROM car_names AS T1 JOIN cars_data AS T2 ON T1.MakeId = T2.Id WHERE T2.Horsepower > (SELECT min(Horsepower) FROM cars_data) AND T2.Cylinders < 4
169	SELECT MAX(MPG) FROM cars_data WHERE Cylinders = 8 OR Year < 1980
170	SELECT MAX(MPG) FROM cars_data WHERE Cylinders = 8 OR Year < 1980
171	SELECT ModelId FROM model_list WHERE ModelId IN (SELECT Id FROM cars_data WHERE Weight < 3500) AND Maker NOT IN (SELECT Id FROM car_makers WHERE FullName = 'Ford Motor Company')
172	SELECT DISTINCT Model FROM car_names WHERE MakeId IN (SELECT Id FROM cars_data WHERE Weight < 3500) AND MakeId NOT IN (SELECT ModelId FROM model_list WHERE Maker IN (SELECT Id FROM car_makers WHERE Maker = 'Ford Motor Company'))
173	SELECT CountryName FROM countries WHERE CountryId NOT IN (SELECT Country FROM car_makers)
174	SELECT CountryName FROM countries WHERE CountryId NOT IN (SELECT Country FROM car_makers)
175	SELECT T1.Id, T1.Maker FROM car_makers AS T1 JOIN model_list AS T3 ON T1.Id = T3.Maker JOIN car_names AS T2 ON T3.Model = T2.Model GROUP BY T1.Id, T1.Maker HAVING COUNT(DISTINCT T3.Model) >= 2 AND COUNT(T2.Model) > 3
176	SELECT T1.Id, T1.Maker FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id = T2.Maker JOIN car_names AS T3 ON T2.ModelId = T3.MakeId JOIN cars_data AS T4 ON T3.MakeId = T4.Id GROUP BY T1.Id, T1.Maker HAVING COUNT(DISTINCT T2.ModelId) >= 2 AND COUNT(DISTINCT T4.Id) > 3
177	SELECT CountryId, CountryName FROM countries WHERE CountryId IN (SELECT Country FROM car_makers WHERE Id IN (SELECT Maker FROM model_list WHERE Model = 'fiat')) OR CountryId IN (SELECT Country FROM car_makers GROUP BY Country HAVING COUNT(*) > 3)
178	SELECT CountryId, CountryName FROM countries WHERE CountryId IN (SELECT Country FROM car_makers GROUP BY Country HAVING COUNT(*) > 3) OR CountryId IN (SELECT Country FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker JOIN car_names ON model_list.Model = car_names.Model WHERE car_names.Model = 'Fiat')
179	SELECT Country FROM airlines WHERE Airline = 'JetBlue Airways'
180	SELECT Country FROM airlines WHERE Airline = 'Jetblue Airways'
181	SELECT Abbreviation FROM airlines WHERE Airline = 'JetBlue Airways'
182	SELECT Abbreviation FROM airlines WHERE Airline = 'Jetblue Airways'
183	SELECT DISTINCT Airline, Abbreviation FROM airlines WHERE Country = 'USA'
184	SELECT Airline, Abbreviation FROM airlines WHERE Country = 'USA'
185	SELECT AirportCode, AirportName FROM airports WHERE City = 'Anthony'
186	SELECT AirportCode, AirportName FROM airports WHERE City = 'Anthony'
187	SELECT COUNT(*) FROM airline
188	SELECT COUNT(*) FROM airline
189	SELECT COUNT(*) FROM airport
190	SELECT COUNT(*) FROM airport
191	SELECT COUNT(*) FROM flight
192	SELECT COUNT(*) FROM flight
193	SELECT Airline FROM airlines WHERE Abbreviation = 'UAL'
194	SELECT Airline FROM airlines WHERE Abbreviation = 'UAL'
195	SELECT COUNT(*) FROM airlines WHERE Country = 'USA'
196	SELECT COUNT(*) FROM airlines WHERE Country = 'USA'
197	SELECT City, Country FROM airports WHERE AirportName = 'Alton'
198	SELECT City, Country FROM airports WHERE AirportName = 'Alton'
199	SELECT AirportName FROM airports WHERE AirportCode = 'AKO'
200	SELECT AirportName FROM airports WHERE AirportCode = 'AKO'
201	SELECT DISTINCT AirportName FROM airports WHERE City = 'Aberdeen'
202	SELECT AirportName FROM airports WHERE City = 'Aberdeen'
203	SELECT COUNT(*) FROM flights WHERE SourceAirport = 'APG'
204	SELECT COUNT(*) FROM flights WHERE SourceAirport = 'APG'
205	SELECT COUNT(*) FROM flights WHERE DestAirport = 'ATO'
206	SELECT COUNT(*) FROM flights WHERE DestAirport = 'ATO'
207	SELECT COUNT(*) FROM flights JOIN airports ON flights.SourceAirport = airports.AirportCode WHERE airports.City = 'Aberdeen'
208	SELECT COUNT(*) FROM flights JOIN airports ON flights.SourceAirport = airports.AirportCode WHERE airports.City = 'Aberdeen'
209	SELECT COUNT(*) FROM flights JOIN airports ON flights.DestAirport = airports.AirportCode WHERE airports.City = 'Aberdeen'
210	SELECT COUNT(*) FROM flights JOIN airports ON flights.DestAirport = airports.AirportCode WHERE airports.AirportName = 'Aberdeen'
211	SELECT COUNT(*) FROM flights JOIN airports AS source ON flights.SourceAirport = source.AirportCode JOIN airports AS dest ON flights.DestAirport = dest.AirportCode WHERE source.City = 'Aberdeen' AND dest.City = 'Ashley'
212	SELECT COUNT(*) FROM flights WHERE SourceAirport = 'Aberdeen' AND DestAirport = 'Ashley'
213	SELECT COUNT(*) FROM flights JOIN airlines ON flights.Airline = airlines.uid WHERE airlines.Airline = 'JetBlue Airways'
